Utbildning,Nivå,Grundläggande behörighet,Särskild behörighet,Andra villkor,Organisatör/Länk
Barnspecialiserad undersköterska,YH,Okänd,"Engelska 5, 100p; Etik och människans livsvillkor, 100p; Medicin 1, 150p; Psykologi 1, 50p; Specialpedagogik 1, 100p; Svenska 1 eller Svenska som andraspråk 1, 100p; Vård- och omsorgsarbete 1, 200p; Vård- och omsorgsarbete 2, 150p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10173
Diagnostekniker inom motorbranschen,YH,Okänd,"Engelska 5, 100p; Svenska 1 eller Svenska som andraspråk 1, 100p; Matematik 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10174
Plant Design - Anläggningskonstruktör 3D,YH,Okänd,"Engelska 5, 100p; Matematik 2, 100p; Svenska 1 eller Svenska som andraspråk 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10175
Grafisk Formgivare/Tekniker,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10176
Grafiskt hantverk,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10177
Medicinsk Massageterapeut,YH,Okänd,"Svenska 2 eller Svenska som andraspråk 2, 100p; Svenska 3 eller Svenska som andraspråk 3, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10178
Medicinsk Massageterapeut,YH,Okänd,"Svenska 2 eller Svenska som andraspråk 2, 100p; Svenska 3 eller Svenska som andraspråk 3, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10179
Inköpare & Upphandlare med hållbarhetskompetens,YH,Okänd,"Engelska 6, 100p; Matematik 2, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p; Engelska 6, 100p; Matematik 2, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10180
Stödpedagog inom funktionshinderområdet,YH,Okänd,"Hälsopedagogik, 100p; Specialpedagogik 1, 100p; Specialpedagogik 2, 100p; Svenska 2 eller Svenska som andra språk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10181
Specialistundersköterska akutsjukvård,YH,Okänd,"Anatomi och fysiologi 1, 50p; Omvårdnad 2, 100p; Psykologi 1, 50p; Social omsorg 2, 100p; Samt 1250 poäng från vård och omsorgsprogrammet eller motsvarande, 1250p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10182
Medicinsk vårdadministratör,YH,Okänd,"Svenska 2 eller Svenska som andraspråk 2, 100p; Engelska 6, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10183
"Administratör inom vård, omsorg och funktionsstöd",YH,Okänd,"Engelska 6, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10184
Träbildhuggare/Träsnidare/Trähantverkare,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10185
Möbelrestaurerare,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10186
Möbel- och specialsnickare,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10187
"Elkraftingenjör- produktion, distribution och miljö",YH,Okänd,"Praktisk ellära, 100p; Matematik 2, 100p; Eller motsvarande",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10188
Möbeltapetserare,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10189
Logistikdesigner,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10190
FPGA - ingenjör,YH,Okänd,"Elektronik och mikrodatorteknik, 100p; Engelska 5, 100p; Matematik 2c, 100p; Programmering 1, 100p; Svenska 2 alt Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10191
Medicinsk vårdadministratör,YH,Okänd,"Svenska 2 eller Svenska som andraspråk 2, 100p; Engelska 6, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10192
Agile Project Manager,YH,Okänd,"Engelska 6, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10193
Underhållstekniker,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10194
Elingenjör/Elkonstruktör,YH,Okänd,"Matematik 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10195
Specialistundersköterska inom vård och omsorg av äldre,YH,Okänd,"Anatomi och fysiologi 1, 50p; Anatomi och fysiologi 2, 50p; Funktionsförmåga och funktionsnedsättning 1, 100p; Funktionsförmåga och funktionsnedsättning 2, 100p; Gerontologi och geriatrik, 100p; Hälso- och sjukvård 1, 100p; Hälso- och sjukvård 2, 100p; Omvårdnad 1, 100p; Omvårdnad 2, 100p; Psykiatri 1, 100p; Psykiatri 2, 200p; Psykologi 1, 50p; Social omsorg 1, 100p; Social omsorg 2, 100p; Svenska 1 eller Svenska som andraspråk 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10196
Tandsköterska,YH,Okänd,"Svenska 2 eller Svenska som andraspråk 2, 100p; Engelska 5, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10197
Hovslagarutbildning,YH,Okänd,"Engelska 6, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10198
3D-visualiserare inom mode och konfektion,YH,Okänd,"Mönsterkonstruktion 1, 100p; Mönsterkonstruktion 2, 100p; Textil design 1, 200p; Textil design 2, 200p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10199
Reserådgivare,YH,Okänd,"Engelska 6, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10200
Frontendutvecklare React,YH,Okänd,"Webbutveckling 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10201
Stråtaktäckare,YH,Okänd,"Husbyggnad 1, 100p; Husbyggnad 2, 200p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10202
Produktionsteknik,YH,Okänd,"Produktionskunskap 1, 100p; Matematik 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10203
"Underhållstekniker, industri",YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10205
Anläggningsdykare - Commercial Diver,YH,Okänd,"Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10206
Processtekniker - Smart industri,YH,Okänd,"Matematik 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10207
Internationell inköpare inom textil/mode/funktion,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10210
Hållbar Kvalitets- och produktionsutvecklare inom textil,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10211
Business representative in textile & fashion,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10212
Digital Designer,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10213
Betongingenjör,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10214
Spelanimatör,YH,Okänd,"Engelska 6, 100p; Matematik 2, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10215
Tandsköterska,YH,Okänd,"Svenska 2 eller Svenska som andraspråk 2, 100p; Engelska 5, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10216
Frontend Developer,YH,Okänd,"Engelska 6, 100p; Matematik 2, 100p; Programmering 1, 100p; Webbutveckling 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10217
Content Producer,YH,Okänd,"Engelska 6, 100p; Matematik 2, 100p; Svenska 3 eller Svenska som andraspråk 3, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10218
Specialistundersköterska inom vård och omsorg av äldre,YH,Okänd,"Anatomi och fysiologi 1, 50p; Anatomi och fysiologi 2, 50p; Funktionsförmåga och funktionsnedsättning 1, 100p; Funktionsförmåga och funktionsnedsättning 2, 100p; Gerontologi och geriatrik, 100p; Hälso- och sjukvård 1, 100p; Hälso- och sjukvård 2, 100p; Omvårdnad 1, 100p; Omvårdnad 2, 100p; Psykiatri 1, 100p; Psykiatri 2, 200p; Psykologi 1, 50p; Social omsorg 1, 100p; Social omsorg 2, 100p; Svenska 1 eller Svenska som andraspråk 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10219
Drift- och fastighetstekniker,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10220
Byggledare,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10221
El- och automationsingenjör,YH,Okänd,"Fysik 1, 150p; Matematik 3, 100p; Ellära, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10223
Specialistundersköterska inom psykiatrisk verksamhet,YH,Okänd,"Anatomi och fysiologi 1, 50p; Anatomi och fysiologi 2, 50p; Engelska 5, 100p; Funktionsförmåga och funktionsnedsättning 1, 100p; Funktionsförmåga och funktionsnedsättning 2, 100p; Gerontologi och geriatrik, 100p; Hälso- och sjukvård 1, 100p; Hälso- och sjukvård 2, 100p; Omvårdnad 1, 100p; Omvårdnad 2, 100p; Psykiatri 1, 100p; Psykiatri 2, 100p; Psykologi 1, 50p; Samhällskunskap 1a1, 50p; Social omsorg 1, 100p; Social omsorg 2, 100p; Svenska 1 eller Svenska som andraspråk 1, 100p; Svenska 2 alt Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10224
Producent film och TV-drama,YH,Okänd,"Engelska 6, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10226
IT-säkerhetsspecialist,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10227
Medicinsk Vårdadministratör,YH,Okänd,"Svenska 2 eller Svenska som andraspråk 2, 100p; Engelska 6, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10228
Digital analytiker,YH,Okänd,"Engelska 6, 100p; Matematik 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10229
Spelprogrammerare,YH,Okänd,"Engelska 6, 100p; Matematik 2, 100p; Programmering 1, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10230
Internationell Sommelier - Matsalsschef,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10231
Futuregames Game Programmer,YH,Okänd,"Engelska 6, 100p; Matematik 2, 100p; Programmering 1, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10232
Speldesigner,YH,Okänd,"Engelska 6, 100p; Matematik 2, 100p; Programmering 1, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10233
Spelgrafiker,YH,Okänd,"Engelska 6, 100p; Matematik 2, 100p; Programmering 1, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10234
Futuregames Game Designer,YH,Okänd,"Engelska 6, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10235
Medicinsk vårdadministratör,YH,Okänd,"Svenska 2 eller Svenska som andraspråk 2, 100p; Engelska 6, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10236
Finsnickare eller Möbelrestaurerare,YH,Okänd,"Finsnickeri 1, 200p; Finsnickeri 2, 200p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10237
Skärgårdskapten,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10238
Medicintekniker,YH,Okänd,"Svenska 2 eller Svenska som andraspråk 2, 100p; Engelska 5 , 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10240
Reserådgivare,YH,Okänd,"Engelska 6, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10241
Kyrkomusiker 50%,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10242
Kyrkomusiker 100%,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10243
Nordisk Spårsvetsare,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10244
Skogsbrukstekniker  - med specialkompetens mot - skoglig planering och rådgivning eller  - gallringsförare,YH,Okänd,"Motor- och röjmotorsåg 1, 100p; Skogsskötsel 1, 100p; Övrigt",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10245
Medicinsk vårdadministratör,YH,Okänd,"Svenska 2 eller Svenska som andraspråk 2, 100p; Engelska 6, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10246
Medicinsk vårdadministratör,YH,Okänd,"Svenska 2 eller Svenska som andraspråk 2, 100p; Engelska 6, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10247
Drifttekniker med vätgaskompetens,YH,Okänd,"Matematik 2, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10248
Redovisningsekonom med lönekompetens,YH,Okänd,"Matematik 2, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10249
Specialistundersköterska anestesi- och operationssjukvård,YH,Okänd,"Anatomi och fysiologi 1, 50p; Anatomi och fysiologi 2, 50p; Hälso- och sjukvård 1, 100p; Hälso- och sjukvård 2, 100p; Omvårdnad 1, 100p; Omvårdnad 2, 100p; Psykiatri 1, 100p; Psykologi 1, 50p; Social omsorg 1, 100p; Social omsorg 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10250
Vindkraftstekniker,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10251
"Finsnickare, möbelrestaurerare, dekopör med inriktning mot gesällbrev eller yrkes-specialisering",YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10252
IT och cybersäkerhetsspecialist,YH,Okänd,"Engelska 6, 100p; Programmering 1, 100p; Svenska 2 alt Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10253
UAS-pilot inom kategorin SPECIFIK,YH,Okänd,"Engelska 6, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10254
Account Manager,YH,Okänd,"Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10255
Lokförarutbildning,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10256
Kvalitetstekniker inom batteritillverkning,YH,Okänd,"Matematik 2c, 100p; Teknik 1, 150p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10257
Konstruktör batterielektriska system,YH,Okänd,"Fysik 1a, 150p; Matematik 2c, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10258
Processoperatör inom Massa- & Pappersindustrin,YH,Okänd,"Matematik 2, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10259
Mekatronikingenjör - industriell konstruktion,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10260
Lokförare Mjölby,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10261
Värdeskapande logistik,YH,Okänd,"Engelska 6, 100p; Logistik 1, 100p; Svenska 2 alt Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10262
IT-testspecialist,YH,Okänd,"Engelska 6, 100p; Matematik 2, 100p; Programmering 1, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10263
Specialiserad mätningsteknik för järnväg och anläggning,YH,Okänd,"Matematik 2, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10264
Lokförare Sundsvall,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10265
Underhållstekniker inom processindustrin,YH,Okänd,"
; 
; 
; 
; Dela på Facebook; 
; 
; 
; 
; 
; 
; Dela på Twitter; 
; 
; 
; 
; 
; 
; Dela på Linkedin; 
; 
; 
; 
; 
; 
; Dela via Email; 
; 
; 
",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10266
"Specialiserad undersköterska, inriktning psykiatri",YH,Okänd,"Omvårdnad 1, 100p; Psykiatri 1, 100p; Psykologi 1, 50p; Svenska 2 alt Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10267
Internationell Kulturproducent,YH,Okänd,"Engelska 6, 100p; Svenska 2 eller Svenska som andraspråk 2, 100p",,Okänd – https://www.yrkeshogskolan.se/hitta-utbildning/sok/utbildning/?id=10268
